Date,3mo T Bill,10yr Treasury,10/3 Spread,BBB yield,BBB OA Spread,S&P 500,WTI Spot
1987-08-01,6.04,8.76,2.72,,,329.8,20.274
1987-09-01,6.40,9.42,3.02,,,321.83,19.526
1987-10-01,6.13,9.52,3.39,,,251.79,19.848
1987-11-01,5.69,8.86,3.17,,,230.3,18.920
1987-12-01,5.77,8.99,3.22,,,247.08,17.241
1988-01-01,5.81,8.67,2.86,,,257.07,17.160
1988-02-01,5.66,8.21,2.55,,,267.82,16.765
1988-03-01,5.70,8.37,2.67,,,258.89,16.217
1988-04-01,5.91,8.72,2.81,,,261.33,17.875
1988-05-01,6.26,9.09,2.83,,,262.16,17.438
1988-06-01,6.46,8.92,2.46,,,273.5,16.530
1988-07-01,6.73,9.06,2.33,,,272.02,15.498
1988-08-01,7.06,9.26,2.20,,,261.52,15.524
1988-09-01,7.24,8.98,1.74,,,271.91,14.467
1988-10-01,7.35,8.80,1.45,,,278.97,13.798
1988-11-01,7.76,8.96,1.20,,,273.7,13.977
1988-12-01,8.07,9.11,1.04,,,277.72,16.266
1989-01-01,8.27,9.09,0.82,,,297.47,17.983
1989-02-01,8.53,9.17,0.64,,,288.86,17.826
1989-03-01,8.82,9.36,0.54,,,294.87,19.445
1989-04-01,8.65,9.18,0.53,,,309.64,21.040
1989-05-01,8.43,8.86,0.43,,,320.52,20.032
1989-06-01,8.15,8.28,0.13,,,317.98,20.005
1989-07-01,7.88,8.02,0.14,,,346.08,19.644
1989-08-01,7.90,8.11,0.21,,,351.45,18.522
1989-09-01,7.75,8.19,0.44,,,349.15,19.594
1989-10-01,7.64,8.01,0.37,,,340.36,20.091
1989-11-01,7.69,7.87,0.18,,,345.99,19.820
1989-12-01,7.63,7.84,0.21,,,353.4,21.088
1990-01-01,7.64,8.21,0.57,,,329.08,22.641
1990-02-01,7.74,8.47,0.73,,,331.89,22.108
1990-03-01,7.90,8.59,0.69,,,339.94,20.418
1990-04-01,7.77,8.79,1.02,,,330.8,18.582
1990-05-01,7.74,8.76,1.02,,,361.23,18.237
1990-06-01,7.73,8.48,0.75,,,358.02,16.871
1990-07-01,7.62,8.47,0.85,,,356.15,18.638
1990-08-01,7.45,8.75,1.30,,,322.56,27.174
1990-09-01,7.36,8.89,1.53,,,306.05,33.687
1990-10-01,7.17,8.72,1.55,,,304,35.922
1990-11-01,7.06,8.39,1.33,,,322.22,32.300
1990-12-01,6.74,8.08,1.34,,,330.22,27.337
1991-01-01,6.22,8.09,1.87,,,343.93,24.959
1991-02-01,5.94,7.85,1.91,,,367.07,20.523
1991-03-01,5.91,8.11,2.20,,,375.22,19.860
1991-04-01,5.65,8.04,2.39,,,375.35,20.823
1991-05-01,5.46,8.07,2.61,,,389.83,21.240
1991-06-01,5.57,8.28,2.71,,,371.16,20.195
1991-07-01,5.58,8.27,2.69,,,387.81,21.420
1991-08-01,5.33,7.90,2.57,,,395.43,21.688
1991-09-01,5.22,7.65,2.43,,,387.86,21.857
1991-10-01,4.99,7.53,2.54,,,392.46,23.228
1991-11-01,4.56,7.42,2.86,,,375.22,22.465
1991-12-01,4.07,7.09,3.02,,,417.09,19.517
1992-01-01,3.80,7.03,3.23,,,408.79,18.820
1992-02-01,3.84,7.34,3.50,,,412.7,18.995
1992-03-01,4.04,7.54,3.50,,,403.69,18.916
1992-04-01,3.75,7.48,3.73,,,414.95,20.243
1992-05-01,3.63,7.39,3.76,,,415.35,20.940
1992-06-01,3.66,7.26,3.60,,,408.14,22.375
1992-07-01,3.21,6.84,3.63,,,424.21,21.759
1992-08-01,3.13,6.59,3.46,,,414.03,21.350
1992-09-01,2.91,6.42,3.51,,,417.8,21.902
1992-10-01,2.86,6.59,3.73,,,418.68,21.688
1992-11-01,3.13,6.87,3.74,,,431.35,20.342
1992-12-01,3.22,6.77,3.55,,,435.71,19.407
1993-01-01,3.00,6.60,3.60,,,438.78,19.075
1993-02-01,2.93,6.26,3.33,,,443.38,20.053
1993-03-01,2.95,5.98,3.03,,,451.67,20.347
1993-04-01,2.87,5.97,3.10,,,440.19,20.270
1993-05-01,2.96,6.04,3.08,,,450.19,19.940
1993-06-01,3.07,5.96,2.89,,,450.53,19.070
1993-07-01,3.04,5.81,2.77,,,448.13,17.866
1993-08-01,3.02,5.68,2.66,,,463.56,18.009
1993-09-01,2.95,5.36,2.41,,,458.93,17.514
1993-10-01,3.02,5.33,2.31,,,467.83,18.145
1993-11-01,3.10,5.72,2.62,,,461.79,16.699
1993-12-01,3.06,5.77,2.71,,,466.45,14.510
1994-01-01,2.98,5.75,2.77,,,481.61,15.000
1994-02-01,3.25,5.97,2.72,,,467.14,14.780
1994-03-01,3.50,6.48,2.98,,,445.77,14.660
1994-04-01,3.68,6.97,3.29,,,450.91,16.380
1994-05-01,4.14,7.18,3.04,,,456.5,17.880
1994-06-01,4.14,7.10,2.96,,,444.27,19.070
1994-07-01,4.33,7.30,2.97,,,458.26,19.650
1994-08-01,4.48,7.24,2.76,,,475.49,18.380
1994-09-01,4.62,7.46,2.84,,,462.69,17.460
1994-10-01,4.95,7.74,2.79,,,472.35,17.710
1994-11-01,5.29,7.96,2.67,,,453.69,18.100
1994-12-01,5.60,7.81,2.21,,,459.27,17.160
1995-01-01,5.71,7.78,2.07,,,470.42,17.990
1995-02-01,5.77,7.47,1.70,,,487.39,18.530
1995-03-01,5.73,7.20,1.47,,,500.71,18.550
1995-04-01,5.65,7.06,1.41,,,514.71,19.870
1995-05-01,5.67,6.63,0.96,,,533.4,19.740
1995-06-01,5.47,6.17,0.70,,,544.75,18.420
1995-07-01,5.42,6.28,0.86,,,562.06,17.300
1995-08-01,5.40,6.49,1.09,,,561.88,18.030
1995-09-01,5.28,6.20,0.92,,,584.41,18.230
1995-10-01,5.28,6.04,0.76,,,581.5,17.440
1995-11-01,5.36,5.93,0.57,,,605.37,17.990
1995-12-01,5.14,5.71,0.57,,,615.93,19.040
1996-01-01,5.00,5.65,0.65,,,636.02,18.880
1996-02-01,4.83,5.81,0.98,,,640.43,19.070
1996-03-01,4.96,6.27,1.31,,,645.5,21.360
1996-04-01,4.95,6.51,1.56,,,654.17,23.570
1996-05-01,5.02,6.74,1.72,,,669.12,21.250
1996-06-01,5.09,6.91,1.82,,,670.63,20.450
1996-07-01,5.15,6.87,1.72,,,639.95,21.320
1996-08-01,5.05,6.64,1.59,,,651.99,21.960
1996-09-01,5.09,6.83,1.74,,,687.31,23.990
1996-10-01,4.99,6.53,1.54,,,705.27,24.900
1996-11-01,5.03,6.20,1.17,,,757.02,23.710
1996-12-01,4.91,6.30,1.39,,,740.74,25.390
1997-01-01,5.03,6.58,1.55,7.39,0.83,786.16,25.170
1997-02-01,5.01,6.42,1.41,7.24,0.81,790.82,22.210
1997-03-01,5.14,6.69,1.55,7.51,0.76,757.12,20.990
1997-04-01,5.16,6.89,1.73,7.70,0.78,801.34,19.720
1997-05-01,5.05,6.71,1.66,7.52,0.78,848.28,20.830
1997-06-01,4.93,6.49,1.56,7.31,0.76,885.14,19.170
1997-07-01,5.05,6.22,1.17,7.04,0.75,954.29,19.630
1997-08-01,5.14,6.30,1.16,7.12,0.74,899.47,19.930
1997-09-01,4.95,6.21,1.26,7.05,0.75,947.28,19.790
1997-10-01,4.97,6.03,1.06,6.90,0.76,914.62,21.260
1997-11-01,5.14,5.88,0.74,6.88,0.88,955.4,20.170
1997-12-01,5.16,5.81,0.65,6.84,0.91,970.43,18.320
1998-01-01,5.04,5.54,0.50,6.63,0.96,980.28,16.710
1998-02-01,5.09,5.57,0.48,6.74,1.01,1049.34,16.060
1998-03-01,5.03,5.65,0.62,6.81,0.98,1101.75,15.020
1998-04-01,4.95,5.64,0.69,6.78,0.98,1111.75,15.440
1998-05-01,5.00,5.65,0.65,6.79,0.97,1090.82,14.860
1998-06-01,4.98,5.50,0.52,6.67,0.99,1133.84,13.660
1998-07-01,4.96,5.46,0.50,6.68,1.04,1120.67,14.080
1998-08-01,4.90,5.34,0.44,6.68,1.19,957.28,13.360
1998-09-01,4.61,4.81,0.20,6.73,1.69,1017.01,14.950
1998-10-01,3.96,4.53,0.57,6.64,1.84,1098.67,14.390
1998-11-01,4.41,4.83,0.42,6.96,1.89,1163.63,12.850
1998-12-01,4.39,4.65,0.26,6.70,1.76,1229.23,11.280
1999-01-01,4.34,4.72,0.38,6.71,1.68,1279.64,12.470
1999-02-01,4.44,5.00,0.56,6.88,1.59,1238.33,12.010
1999-03-01,4.44,5.23,0.79,7.00,1.50,1286.37,14.660
1999-04-01,4.29,5.18,0.89,6.88,1.47,1335.18,17.340
1999-05-01,4.50,5.54,1.04,7.16,1.43,1301.84,17.750
1999-06-01,4.57,5.90,1.33,7.54,1.49,1372.71,17.890
1999-07-01,4.55,5.79,1.24,7.50,1.54,1328.72,20.070
1999-08-01,4.72,5.94,1.22,7.76,1.63,1320.41,21.260
1999-09-01,4.68,5.92,1.24,7.78,1.66,1282.71,23.880
1999-10-01,4.86,6.11,1.25,7.95,1.62,1362.93,22.640
1999-11-01,5.07,6.03,0.96,7.84,1.64,1388.91,24.970
1999-12-01,5.20,6.28,1.08,8.00,1.58,1469.25,26.080
2000-01-01,5.32,6.66,1.34,8.24,1.55,1394.46,27.180
2000-02-01,5.55,6.52,0.97,8.15,1.55,1366.42,29.350
2000-03-01,5.69,6.26,0.57,8.18,1.72,1498.58,29.890
2000-04-01,5.66,5.99,0.33,8.29,2.04,1452.43,25.740
2000-05-01,5.79,6.44,0.65,8.81,2.18,1420.6,28.780
2000-06-01,5.69,6.10,0.41,8.51,2.19,1454.6,31.830
2000-07-01,5.96,6.05,0.09,8.37,2.14,1430.83,29.770
2000-08-01,6.09,5.83,-0.26,8.22,2.15,1517.68,31.220
2000-09-01,6.00,5.80,-0.20,8.17,2.16,1436.51,33.880
2000-10-01,6.11,5.74,-0.37,8.22,2.30,1429.4,33.080
2000-11-01,6.17,5.72,-0.45,8.37,2.51,1314.95,34.400
2000-12-01,5.77,5.24,-0.53,8.10,2.68,1320.28,28.460
2001-01-01,5.15,5.16,0.01,7.73,2.51,1366.01,29.580
2001-02-01,4.88,5.10,0.22,7.54,2.36,1239.94,29.610
2001-03-01,4.42,4.89,0.47,7.36,2.39,1160.33,27.240
2001-04-01,3.87,5.14,1.27,7.53,2.48,1249.46,27.410
2001-05-01,3.62,5.39,1.77,7.36,2.12,1255.82,28.640
2001-06-01,3.49,5.28,1.79,7.18,2.05,1224.42,27.600
2001-07-01,3.51,5.24,1.73,7.15,2.07,1211.23,26.450
2001-08-01,3.36,4.97,1.61,6.92,2.06,1133.5879,27.470
2001-09-01,2.64,4.73,2.09,6.89,2.35,1040.94,25.880
2001-10-01,2.16,4.57,2.41,6.77,2.46,1059.78,22.210
2001-11-01,1.87,4.65,2.78,6.86,2.48,1139.45,19.670
2001-12-01,1.69,5.09,3.40,7.10,2.32,1148.08,19.330
2002-01-01,1.65,5.04,3.39,6.90,2.21,1130.2046,19.670
2002-02-01,1.72,4.91,3.19,7.05,2.49,1106.7334,20.740
2002-03-01,1.79,5.28,3.49,7.35,2.38,1147.3865,24.420
2002-04-01,1.71,5.21,3.50,7.36,2.48,1076.924,26.270
2002-05-01,1.73,5.16,3.43,7.49,2.73,1067.1381,27.020
2002-06-01,1.70,4.93,3.23,6.93,2.42,989.81433,25.520
2002-07-01,1.68,4.65,2.97,7.20,2.98,911.619,26.940
2002-08-01,1.62,4.26,2.64,7.14,3.36,916.07306,28.380
2002-09-01,1.63,3.87,2.24,6.76,3.27,815.28467,29.670
2002-10-01,1.58,3.94,2.36,7.22,3.73,885.76245,28.850
2002-11-01,1.23,4.05,2.82,6.65,3.11,936.31366,26.270
2002-12-01,1.19,4.03,2.84,6.27,2.77,879.8191,29.420
2003-01-01,1.17,4.05,2.88,6.02,2.54,855.6999,32.940
2003-02-01,1.17,3.90,2.73,5.79,2.47,841.1502,35.870
2003-03-01,1.13,3.81,2.68,5.72,2.46,848.1793,33.550
2003-04-01,1.13,3.96,2.83,5.53,2.16,916.916,28.250
2003-05-01,1.07,3.57,2.50,4.94,1.93,963.5868,28.140
2003-06-01,0.92,3.33,2.41,4.65,1.84,974.5009,30.720
2003-07-01,0.90,3.98,3.08,5.01,1.72,990.3089,30.760
2003-08-01,0.95,4.45,3.50,5.48,1.72,1008.0121,31.590
2003-09-01,0.94,4.27,3.33,5.21,1.62,995.96533,28.290
2003-10-01,0.92,4.29,3.37,5.12,1.52,1050.7144,30.330
2003-11-01,0.93,4.30,3.37,5.12,1.45,1058.2045,31.090
2003-12-01,0.90,4.27,3.37,4.98,1.35,1111.9158,32.150
2004-01-01,0.88,4.15,3.27,4.75,1.26,1131.1272,34.270
2004-02-01,0.93,4.08,3.15,4.71,1.29,1144.9421,34.740
2004-03-01,0.94,3.83,2.89,4.53,1.33,1126.2115,36.760
2004-04-01,0.94,4.35,3.41,5.00,1.26,1107.3048,36.690
2004-05-01,1.02,4.72,3.70,5.44,1.32,1120.6831,40.280
2004-06-01,1.27,4.73,3.46,5.51,1.32,1140.8356,38.020
2004-07-01,1.33,4.50,3.17,5.31,1.31,1101.7195,40.690
2004-08-01,1.48,4.28,2.80,5.14,1.31,1104.2365,44.940
2004-09-01,1.65,4.13,2.48,4.97,1.24,1114.5831,45.950
2004-10-01,1.76,4.10,2.34,4.94,1.22,1130.1991,53.130
2004-11-01,2.07,4.19,2.12,5.03,1.17,1173.8243,48.460
2004-12-01,2.19,4.23,2.04,5.04,1.13,1211.9163,43.330
2005-01-01,2.33,4.22,1.89,5.13,1.17,1181.2681,46.840
2005-02-01,2.54,4.17,1.63,5.11,1.14,1203.6001,47.970
2005-03-01,2.74,4.50,1.76,5.50,1.18,1180.591,54.310
2005-04-01,2.78,4.34,1.56,5.65,1.47,1156.8475,53.040
2005-05-01,2.84,4.14,1.30,5.65,1.61,1191.4998,49.830
2005-06-01,2.97,4.00,1.03,5.26,1.32,1191.3276,56.260
2005-07-01,3.22,4.18,0.96,5.40,1.27,1234.1794,58.700
2005-08-01,3.44,4.26,0.82,5.46,1.22,1220.3309,64.970
2005-09-01,3.42,4.20,0.78,5.39,1.23,1228.8114,65.570
2005-10-01,3.71,4.46,0.75,5.71,1.26,1207.0059,62.370
2005-11-01,3.88,4.54,0.66,5.88,1.32,1249.4791,58.300
2005-12-01,3.89,4.47,0.58,5.88,1.37,1248.293,59.430
2006-01-01,4.24,4.42,0.18,5.65,1.20,1280.0848,65.510
2006-02-01,4.43,4.57,0.14,5.78,1.14,1280.6643,61.630
2006-03-01,4.51,4.72,0.21,5.92,1.14,1294.8279,62.900
2006-04-01,4.60,4.99,0.39,6.15,1.15,1310.6119,69.690
2006-05-01,4.72,5.11,0.39,6.23,1.13,1270.0898,70.940
2006-06-01,4.79,5.11,0.32,6.37,1.24,1270.2043,70.960
2006-07-01,4.95,5.09,0.14,6.38,1.27,1276.6604,74.410
2006-08-01,4.96,4.88,-0.08,6.18,1.27,1303.8185,73.050
2006-09-01,4.81,4.72,-0.09,6.02,1.27,1335.847,63.870
2006-10-01,4.92,4.73,-0.19,6.03,1.27,1377.9426,58.880
2006-11-01,4.94,4.60,-0.34,5.87,1.22,1400.6344,59.370
2006-12-01,4.85,4.56,-0.29,5.83,1.22,1418.3005,62.030
2007-01-01,4.98,4.76,-0.22,5.99,1.19,1438.2429,54.570
2007-02-01,5.03,4.72,-0.31,5.91,1.14,1406.819,59.260
2007-03-01,4.94,4.56,-0.38,5.81,1.19,1420.8638,60.560
2007-04-01,4.87,4.69,-0.18,5.92,1.21,1482.3673,63.970
2007-05-01,4.73,4.75,0.02,5.96,1.18,1530.6212,63.460
2007-06-01,4.61,5.10,0.49,6.32,1.22,1503.3486,67.480
2007-07-01,4.82,5.00,0.18,6.34,1.36,1455.2748,74.180
2007-08-01,4.20,4.67,0.47,6.34,1.70,1473.9879,72.390
2007-09-01,3.89,4.52,0.63,6.23,1.81,1526.7467,79.930
2007-10-01,3.90,4.53,0.63,6.16,1.75,1549.3773,86.200
2007-11-01,3.27,4.15,0.88,6.09,2.11,1481.1432,94.620
2007-12-01,3.00,4.10,1.10,6.31,2.43,1468.3552,91.730
2008-01-01,2.75,3.74,0.99,6.09,2.65,1378.5472,92.950
2008-02-01,2.12,3.74,1.62,6.22,2.89,1330.6329,95.350
2008-03-01,1.26,3.51,2.25,6.43,3.40,1322.7035,105.560
2008-04-01,1.29,3.68,2.39,6.55,3.26,1385.5865,112.570
2008-05-01,1.73,3.88,2.15,6.52,2.93,1400.3767,125.390
2008-06-01,1.86,4.10,2.24,6.69,2.87,1280.0012,133.930
2008-07-01,1.63,4.01,2.38,6.88,3.21,1267.3809,133.440
2008-08-01,1.72,3.89,2.17,6.92,3.39,1282.828,116.610
2008-09-01,1.13,3.69,2.56,7.14,3.87,1166.3615,103.900
2008-10-01,0.67,3.81,3.14,9.18,6.04,968.7538,76.650
2008-11-01,0.19,3.53,3.34,9.91,7.17,896.237136,57.440
2008-12-01,0.03,2.42,2.39,9.79,7.89,903.254921,41.020
2009-01-01,0.13,2.52,2.39,9.19,7.16,825.881653,41.740
2009-02-01,0.30,2.87,2.57,9.09,6.72,735.092182,39.160
2009-03-01,0.21,2.82,2.61,9.50,7.19,797.866805,47.980
2009-04-01,0.16,2.93,2.77,9.14,6.83,872.807229,49.790
2009-05-01,0.18,3.29,3.11,8.23,5.65,919.139863,59.160
2009-06-01,0.18,3.72,3.54,7.52,4.52,919.323942,69.680
2009-07-01,0.18,3.56,3.38,6.98,4.14,987.475178,64.090
2009-08-01,0.17,3.59,3.42,6.34,3.41,1020.624637,71.060
2009-09-01,0.12,3.40,3.28,5.93,3.19,1057.078558,69.460
2009-10-01,0.07,3.39,3.32,5.72,2.98,1036.194537,75.820
2009-11-01,0.05,3.40,3.35,5.55,2.85,1095.629558,78.080
2009-12-01,0.05,3.59,3.54,5.48,2.66,1115.102681,74.300
2010-01-01,0.06,3.73,3.67,5.25,2.33,1073.869364,78.220
2010-02-01,0.11,3.69,3.58,5.22,2.34,1104.49337,76.420
2010-03-01,0.15,3.73,3.58,5.13,2.18,1169.431193,81.240
2010-04-01,0.16,3.85,3.69,5.04,1.96,1186.689377,84.480
2010-05-01,0.16,3.42,3.26,5.01,2.29,1089.405844,73.840
2010-06-01,0.12,3.20,3.08,5.12,2.58,1030.710083,75.350
2010-07-01,0.16,3.01,2.85,4.87,2.53,1101.597352,76.370
2010-08-01,0.16,2.70,2.54,4.50,2.42,1049.326457,76.820
2010-09-01,0.15,2.65,2.50,4.44,2.39,1141.201157,75.310
2010-10-01,0.13,2.54,2.41,4.24,2.31,1183.257734,81.900
2010-11-01,0.14,2.76,2.62,4.35,2.24,1180.552982,84.140
2010-12-01,0.14,3.29,3.15,4.72,2.15,1257.635988,89.040
2011-01-01,0.15,3.39,3.24,4.68,2.05,1286.120912,89.420
2011-02-01,0.13,3.58,3.45,4.75,1.93,1327.224192,89.580
2011-03-01,0.10,3.41,3.31,4.62,1.92,1325.826718,102.940
2011-04-01,0.06,3.46,3.40,4.58,1.86,1363.61221,110.040
2011-05-01,0.04,3.17,3.13,4.35,1.90,1345.197335,101.330
2011-06-01,0.04,3.00,2.96,4.31,2.04,1320.639049,96.290
2011-07-01,0.04,3.00,2.96,4.31,2.04,1292.282805,97.190
2011-08-01,0.02,2.30,2.28,4.17,2.44,1218.893624,86.330
2011-09-01,0.01,1.98,1.97,4.34,2.84,1131.42036,85.610
2011-10-01,0.02,2.15,2.13,4.61,2.99,1253.296264,86.410
2011-11-01,0.01,2.01,2.00,4.45,2.96,1246.960067,97.210
2011-12-01,0.01,1.98,1.97,4.55,3.09,1257.604805,98.570
2012-01-01,0.03,1.97,1.94,4.43,3.00,1312.409597,100.240
2012-02-01,0.09,1.97,1.88,4.15,2.69,1365.682716,102.250
2012-03-01,0.08,2.17,2.09,4.09,2.46,1408.46786,106.190
2012-04-01,0.08,2.05,1.97,4.05,2.52,1397.911996,103.330
2012-05-01,0.09,1.80,1.71,4.01,2.66,1310.329007,94.700
2012-06-01,0.09,1.62,1.53,4.04,2.80,1362.158745,82.410
2012-07-01,0.10,1.53,1.43,3.80,2.65,1379.323917,87.930
2012-08-01,0.10,1.68,1.58,3.72,2.46,1406.575669,94.160
2012-09-01,0.11,1.72,1.61,3.58,2.31,1440.674503,94.720
2012-10-01,0.10,1.75,1.65,3.39,2.08,1412.157973,89.570
2012-11-01,0.09,1.65,1.56,3.35,2.11,1416.18157,86.660
2012-12-01,0.07,1.72,1.65,3.35,2.08,1426.187978,88.250
2013-01-01,0.07,1.91,1.84,3.32,1.93,1498.110926,94.690
2013-02-01,0.10,1.98,1.88,3.41,1.97,1514.678268,95.320
2013-03-01,0.09,1.96,1.87,3.37,1.96,1569.185872,93.050
2013-04-01,0.06,1.76,1.70,3.25,1.98,1597.56567,92.070
2013-05-01,0.04,1.93,1.89,3.30,1.90,1630.741889,94.800
2013-06-01,0.05,2.30,2.25,3.82,2.12,1606.277608,95.800
2013-07-01,0.04,2.58,2.54,4.01,2.12,1685.725016,104.610
2013-08-01,0.04,2.74,2.70,4.07,2.08,1632.971152,106.570
2013-09-01,0.02,2.81,2.79,4.13,2.07,1681.546662,106.290
2013-10-01,0.05,2.62,2.57,3.92,2.00,1756.544634,100.540
2013-11-01,0.07,2.72,2.65,3.89,1.94,1805.812689,93.860
2013-12-01,0.07,2.90,2.83,3.90,1.81,1848.356521,97.630
2014-01-01,0.04,2.86,2.82,3.81,1.72,1782.586967,94.620
2014-02-01,0.05,2.71,2.66,3.71,1.72,1859.449372,100.820
2014-03-01,0.05,2.72,2.67,3.70,1.66,1872.335179,100.800
2014-04-01,0.03,2.71,2.68,3.62,1.56,1883.95013,102.070
2014-05-01,0.03,2.56,2.53,3.47,1.52,1923.572661,102.180
2014-06-01,0.04,2.60,2.56,3.47,1.45,1960.23124,105.790
2014-07-01,0.03,2.54,2.51,3.46,1.44,1930.673871,103.590
2014-08-01,0.03,2.42,2.39,3.44,1.51,2003.367695,96.540
2014-09-01,0.02,2.53,2.51,3.54,1.51,1972.285145,93.210
2014-10-01,0.02,2.30,2.28,3.50,1.66,2018.054503,84.400
2014-11-01,0.02,2.33,2.31,3.63,1.75,2067.562045,75.790
2014-12-01,0.03,2.21,2.18,3.78,1.95,2058.902379,59.290
2015-01-01,0.03,1.88,1.85,3.64,2.08,1994.990412,47.220
2015-02-01,0.02,1.98,1.96,3.65,1.97,2104.503249,50.580
2015-03-01,0.03,2.04,2.01,3.56,1.82,2067.887241,47.820
2015-04-01,0.02,1.94,1.92,3.41,1.78,2085.513653,54.450
2015-05-01,0.02,2.20,2.18,3.63,1.78,2107.389578,59.270
2015-06-01,0.02,2.36,2.34,3.85,1.87,2063.111832,59.820
2015-07-01,0.03,2.32,2.29,3.90,1.98,2103.835365,50.900
2015-08-01,0.07,2.17,2.10,4.00,2.18,1972.184689,42.870
2015-09-01,0.02,2.17,2.15,4.07,2.25,1920.026552,45.480
2015-10-01,0.02,2.07,2.05,4.04,2.31,2079.359837,46.220
2015-11-01,0.12,2.26,2.14,4.16,2.21,2080.406829,42.440
2015-12-01,0.23,2.24,2.01,4.32,2.36,2043.936863,37.190
2016-01-01,0.26,2.09,1.83,4.41,2.62,1940.239678,31.680
2016-02-01,0.31,1.78,1.47,4.46,2.93,1932.226395,30.320
2016-03-01,0.29,1.89,1.60,4.16,2.50,2059.741177,37.550
2016-04-01,0.23,1.81,1.58,3.76,2.19,2065.296301,40.750
2016-05-01,0.27,1.81,1.54,3.69,2.10,2096.964195,46.710
2016-06-01,0.27,1.64,1.37,3.54,2.10,2098.855227,48.760
2016-07-01,0.30,1.50,1.20,3.33,2.00,2173.60386,44.650
2016-08-01,0.30,1.56,1.26,3.28,1.88,2170.946958,44.720
2016-09-01,0.29,1.63,1.34,3.30,1.84,2168.27209,45.180
2016-10-01,0.33,1.76,1.43,3.35,1.77,2126.153297,49.780
2016-11-01,0.45,2.14,1.69,3.67,1.78,2198.810449,45.660
2016-12-01,0.51,2.49,1.98,3.86,1.68,2238.826682,51.970
2017-01-01,0.51,2.43,1.92,3.75,1.62,2278.866891,52.500
2017-02-01,0.52,2.42,1.90,3.70,1.58,2363.638197,53.470
2017-03-01,0.74,2.48,1.74,3.76,1.54,2362.71822,49.330
2017-04-01,0.80,2.30,1.50,3.64,1.57,2384.195518,51.060
2017-05-01,0.89,2.30,1.41,3.59,1.50,2411.797324,48.480
2017-06-01,0.98,2.19,1.21,3.50,1.49,2423.408891,45.180
2017-07-01,1.07,2.32,1.25,3.52,1.41,2470.300025,46.630
2017-08-01,1.01,2.21,1.20,3.47,1.45,2471.650208,48.040
2017-09-01,1.03,2.20,1.17,3.47,1.44,2519.359672,49.820
2017-10-01,1.07,2.36,1.29,3.50,1.32,2575.26383,51.580
2017-11-01,1.23,2.35,1.12,3.56,1.35,2647.579927,56.640
2017-12-01,1.32,2.40,1.08,3.59,1.30,2673.610523,57.880
2018-01-01,1.41,2.58,1.17,3.68,1.22,2823.809937,63.700
2018-02-01,1.57,2.86,1.29,3.94,1.23,2713.830539,62.230
2018-03-01,1.70,2.84,1.14,4.09,1.37,2640.86599,62.730
2018-04-01,1.76,2.87,1.11,4.17,1.41,2648.049365,66.250
2018-05-01,1.86,2.98,1.12,4.33,1.47,2705.274752,69.980
2018-06-01,1.90,2.91,1.01,4.39,1.56,2718.373465,67.870
2018-07-01,1.96,2.89,0.93,4.37,1.55,2816.288631,70.980
2018-08-01,2.03,2.89,0.86,4.32,1.50,2901.517677,68.060
2018-09-01,2.13,3.00,0.87,4.41,1.47,2913.97814,70.230
2018-10-01,2.25,3.15,0.90,4.56,1.48,2711.744408,70.750
2018-11-01,2.33,3.12,0.79,4.73,1.68,2760.174257,56.960
2018-12-01,2.37,2.83,0.46,4.73,1.92,2506.847183,49.520
2019-01-01,2.37,2.71,0.34,4.60,1.92,2704.10058,51.380
2019-02-01,2.39,2.68,0.29,4.37,1.72,2784.491359,54.950
2019-03-01,2.40,2.57,0.17,4.19,1.64,2834.39982,58.150
2019-04-01,2.38,2.53,0.15,4.05,1.54,2945.830887,63.860
2019-05-01,2.35,2.40,0.04,3.96,1.58,2752.062886,60.830
2019-06-01,2.17,2.07,-0.10,3.70,1.65,2941.760637,54.660
2019-07-01,2.10,2.06,-0.04,3.56,1.51,2980.378854,57.350
2019-08-01,1.95,1.63,-0.32,3.30,1.62,2926.458129,54.810
2019-09-01,1.89,1.70,-0.19,3.32,1.57,2976.737272,56.950
2019-10-01,1.65,1.71,0.06,3.27,1.54,3037.564435,53.960
2019-11-01,1.54,1.81,0.27,3.27,1.44,3140.980628,57.030
2019-12-01,1.54,1.86,0.32,3.22,1.35,3230.78195,59.880
2020-01-01,1.52,1.76,0.24,3.07,1.31,3225.516316,57.520
2020-02-01,1.52,1.50,-0.02,2.90,1.39,2954.223684,50.540
2020-03-01,0.29,0.87,0.58,4.06,3.23,2584.59076,29.210
2020-04-01,0.14,0.66,0.52,3.96,3.35,2912.430525,16.550
2020-05-01,0.13,0.67,0.54,3.32,2.71,3044.305155,28.560
2020-06-01,0.16,0.73,0.57,2.78,2.12,3100.285129,38.310
2020-07-01,0.13,0.62,0.49,2.48,1.91,3271.12488,40.710
2020-08-01,0.10,0.65,0.55,2.36,1.78,3500.30852,42.340
2020-09-01,0.11,0.68,0.57,2.37,1.77,3362.998988,39.630
2020-10-01,0.10,0.79,0.69,2.40,1.72,3269.959086,39.400
2020-11-01,0.09,0.87,0.78,2.27,1.53,3621.633431,40.940
2020-12-01,0.09,0.93,0.84,2.12,1.35,3756.071469,47.020
2021-01-01,0.08,1.08,1.00,2.13,1.27,3714.24269,52.000
2021-02-01,0.04,1.26,1.22,2.21,1.22,3811.14975,59.040
