Date,3MTBILL,10YT,103SPREAD,BBBYIELD,BBBOASPREAD,SP500,WTI,W875RX1,VIXCLS,RECPROUSM156N,DXY,y_nber,y_oecd,y_agg
2011-04-01,0.06,3.46,3.4,4.58,1.86,1363.61221,110.04,11114.2,16.24,0.3,72.93,0,0,0
2011-05-01,0.04,3.17,3.13,4.35,1.9,1345.197335,101.33,11107.8,16.91,0.28,74.639999,0,0,0
2011-06-01,0.04,3,2.96,4.31,2.04,1320.639049,96.29,11169.8,19.15,0.06,74.300003,0,0,0
2011-07-01,0.04,3,2.96,4.31,2.04,1292.282805,97.19,11231.3,19.23,0.06,73.900002,0,0,0
2011-08-01,0.02,2.3,2.28,4.17,2.44,1218.893624,86.33,11227.3,35.03,0.06,74.129997,0,0,0
2011-09-01,0.01,1.98,1.97,4.34,2.84,1131.42036,85.61,11214,36.53,0.12,78.550003,0,0,0
2011-10-01,0.02,2.15,2.13,4.61,2.99,1253.296264,86.41,11219.3,32.83,0.02,76.169998,0,0,0
2011-11-01,0.01,2.01,2,4.45,2.96,1246.960067,97.21,11211.8,31.94,0.02,78.389999,0,0,0
2011-12-01,0.01,1.98,1.97,4.55,3.09,1257.604805,98.57,11330.5,25.05,0,80.169998,0,0,0
2012-01-01,0.03,1.97,1.94,4.43,3,1312.409597,100.24,11426.7,20.23,0,79.279999,0,0,0
2012-02-01,0.09,1.97,1.88,4.15,2.69,1365.682716,102.25,11514,18.42,0.04,78.730003,0,0,0
2012-03-01,0.08,2.17,2.09,4.09,2.46,1408.46786,106.19,11557.9,16.17,0.28,78.93,0,0,0
2012-04-01,0.08,2.05,1.97,4.05,2.52,1397.911996,103.33,11611.8,17.82,0.14,78.790001,0,0,0
2012-05-01,0.09,1.8,1.71,4.01,2.66,1310.329007,94.7,11611.6,21,0.24,83.040001,0,1,1
2012-06-01,0.09,1.62,1.53,4.04,2.8,1362.158745,82.41,11604.7,21.13,0.22,81.650002,0,1,1
2012-07-01,0.1,1.53,1.43,3.8,2.65,1379.323917,87.93,11527.5,17.56,0.18,82.639999,0,1,1
2012-08-01,0.1,1.68,1.58,3.72,2.46,1406.575669,94.16,11513.8,15.69,0.18,81.25,0,1,1
2012-09-01,0.11,1.72,1.61,3.58,2.31,1440.674503,94.72,11610.3,15.28,0.04,79.940002,0,1,1
2012-10-01,0.1,1.75,1.65,3.39,2.08,1412.157973,89.57,11712.5,16.28,0,79.919998,0,1,1
2012-11-01,0.09,1.65,1.56,3.35,2.11,1416.18157,86.66,11891.8,16.7,0.02,80.150002,0,1,1
2012-12-01,0.07,1.72,1.65,3.35,2.08,1426.187978,88.25,12227.2,17.34,0,79.769997,0,1,1
2013-01-01,0.07,1.91,1.84,3.32,1.93,1498.110926,94.69,11508.6,13.51,0.04,79.209999,0,1,1
2013-02-01,0.1,1.98,1.88,3.41,1.97,1514.678268,95.32,11481.2,14.07,0.04,81.980003,0,1,1
2013-03-01,0.09,1.96,1.87,3.37,1.96,1569.185872,93.05,11517.7,13.03,0.04,82.989998,0,1,1
2013-04-01,0.06,1.76,1.7,3.25,1.98,1597.56567,92.07,11580,13.97,0.06,81.730003,0,1,1
2013-05-01,0.04,1.93,1.89,3.3,1.9,1630.741889,94.8,11631.6,13.49,0.08,83.379997,0,1,1
2013-06-01,0.05,2.3,2.25,3.82,2.12,1606.277608,95.8,11629.7,17.27,0.12,83.169998,0,1,1
2013-07-01,0.04,2.58,2.54,4.01,2.12,1685.725016,104.61,11605.6,13.97,0.18,81.449997,0,1,1
2013-08-01,0.04,2.74,2.7,4.07,2.08,1632.971152,106.57,11628.9,14.21,0,82.089996,0,1,1
2013-09-01,0.02,2.81,2.79,4.13,2.07,1681.546662,106.29,11681.3,14.69,0.04,80.220001,0,1,1
2013-10-01,0.05,2.62,2.57,3.92,2,1756.544634,100.54,11651.7,15.41,0.04,80.199997,0,1,1
2013-11-01,0.07,2.72,2.65,3.89,1.94,1805.812689,93.86,11697,12.92,0.04,80.68,0,1,1
2013-12-01,0.07,2.9,2.83,3.9,1.81,1848.356521,97.63,11731.6,14.19,0.22,80.040001,0,1,1
2014-01-01,0.04,2.86,2.82,3.81,1.72,1782.586967,94.62,11800.5,14.24,0.18,81.269997,0,1,1
2014-02-01,0.05,2.71,2.66,3.71,1.72,1859.449372,100.82,11870.9,15.47,0.02,79.779999,0,1,1
2014-03-01,0.05,2.72,2.67,3.7,1.66,1872.335179,100.8,11933,14.84,0.04,80.099998,0,0,0
2014-04-01,0.03,2.71,2.68,3.62,1.56,1883.95013,102.07,11965.2,14.2,0.06,79.489998,0,0,0
2014-05-01,0.03,2.56,2.53,3.47,1.52,1923.572661,102.18,11993.1,12.48,0,80.370003,0,0,0
2014-06-01,0.04,2.6,2.56,3.47,1.45,1960.23124,105.79,12042.7,11.54,0.02,79.779999,0,0,0
2014-07-01,0.03,2.54,2.51,3.46,1.44,1930.673871,103.59,12085.3,12.3,0.06,81.459999,0,0,0
2014-08-01,0.03,2.42,2.39,3.44,1.51,2003.367695,96.54,12150.7,13.49,0.12,82.75,0,0,0
2014-09-01,0.02,2.53,2.51,3.54,1.51,1972.285145,93.21,12196.7,13.47,0.06,85.940002,0,0,0
2014-10-01,0.02,2.3,2.28,3.5,1.66,2018.054503,84.4,12257,18.06,0.06,86.879997,0,0,0
2014-11-01,0.02,2.33,2.31,3.63,1.75,2067.562045,75.79,12329.5,13.41,0.06,88.360001,0,0,0
2014-12-01,0.03,2.21,2.18,3.78,1.95,2058.902379,59.29,12408.3,16.29,0.22,90.269997,0,0,0
2015-01-01,0.03,1.88,1.85,3.64,2.08,1994.990412,47.22,12507.8,19.12,0.96,94.800003,0,0,0
2015-02-01,0.02,1.98,1.96,3.65,1.97,2104.503249,50.58,12552.7,15.9,1.38,95.25,0,0,0
2015-03-01,0.03,2.04,2.01,3.56,1.82,2067.887241,47.82,12508.2,14.81,1.24,98.360001,0,0,0
2015-04-01,0.02,1.94,1.92,3.41,1.78,2085.513653,54.45,12543.4,13.49,0.94,94.599998,0,1,1
2015-05-01,0.02,2.2,2.18,3.63,1.78,2107.389578,59.27,12569.5,13.34,0.74,96.910004,0,1,1
2015-06-01,0.02,2.36,2.34,3.85,1.87,2063.111832,59.82,12576.7,14.34,0.56,95.489998,0,1,1
2015-07-01,0.03,2.32,2.29,3.9,1.98,2103.835365,50.9,12599.4,14.35,0.36,97.370003,0,1,1
2015-08-01,0.07,2.17,2.1,4,2.18,1972.184689,42.87,12627.1,19.43,0.38,95.949997,0,1,1
2015-09-01,0.02,2.17,2.15,4.07,2.25,1920.026552,45.48,12663,24.38,0.6,96.349998,0,1,1
2015-10-01,0.02,2.07,2.05,4.04,2.31,2079.359837,46.22,12700.5,16.79,0.8,96.949997,0,1,1
2015-11-01,0.12,2.26,2.14,4.16,2.21,2080.406829,42.44,12694.1,16.21,1.24,100.169998,0,1,1
2015-12-01,0.23,2.24,2.01,4.32,2.36,2043.936863,37.19,12743.1,18.03,1,98.629997,0,1,1
2016-01-01,0.26,2.09,1.83,4.41,2.62,1940.239678,31.68,12751.1,23.72,0.52,99.610001,0,1,1
2016-02-01,0.31,1.78,1.47,4.46,2.93,1932.226395,30.32,12745.9,22.52,0.68,98.209999,0,1,1
2016-03-01,0.29,1.89,1.6,4.16,2.5,2059.741177,37.55,12745.1,15.85,0.7,94.589996,0,1,1
2016-04-01,0.23,1.81,1.58,3.76,2.19,2065.296301,40.75,12725.5,14.3,0.38,93.080002,0,1,1
2016-05-01,0.27,1.81,1.54,3.69,2.1,2096.964195,46.71,12719.2,14.85,0.46,95.889999,0,1,1
2016-06-01,0.27,1.64,1.37,3.54,2.1,2098.855227,48.76,12735.5,17.77,0.1,96.139999,0,1,1
2016-07-01,0.3,1.5,1.2,3.33,2,2173.60386,44.65,12787.7,13.16,0.04,95.529999,0,1,1
2016-08-01,0.3,1.56,1.26,3.28,1.88,2170.946958,44.72,12793.7,12.4,0.06,96.019997,0,1,1
2016-09-01,0.29,1.63,1.34,3.3,1.84,2168.27209,45.18,12830.4,14.22,0.08,95.459999,0,1,1
2016-10-01,0.33,1.76,1.43,3.35,1.77,2126.153297,49.78,12841,14.59,0.22,98.449997,0,1,1
2016-11-01,0.45,2.14,1.69,3.67,1.78,2198.810449,45.66,12881.2,15.24,0.1,101.5,0,1,1
2016-12-01,0.51,2.49,1.98,3.86,1.68,2238.826682,51.97,12917.3,12.47,0.02,102.389999,0,1,1
2017-01-01,0.51,2.43,1.92,3.75,1.62,2278.866891,52.5,12961.8,11.61,0.08,99.510002,0,1,1
2017-02-01,0.52,2.42,1.9,3.7,1.58,2363.638197,53.47,13002.5,11.53,0.12,101.120003,0,1,1
2017-03-01,0.74,2.48,1.74,3.76,1.54,2362.71822,49.33,13053.8,11.9,0.04,100.349998,0,1,1
2017-04-01,0.8,2.3,1.5,3.64,1.57,2384.195518,51.06,13084.5,13.14,0,99.050003,0,0,0
2017-05-01,0.89,2.3,1.41,3.59,1.5,2411.797324,48.48,13174.4,10.86,0.04,96.919998,0,0,0
2017-06-01,0.98,2.19,1.21,3.5,1.49,2423.408891,45.18,13179.2,10.51,0.1,95.660004,0,0,0
2017-07-01,1.07,2.32,1.25,3.52,1.41,2470.300025,46.63,13220.1,10.26,0.14,92.860001,0,0,0
2017-08-01,1.01,2.21,1.2,3.47,1.45,2471.650208,48.04,13232.1,11.98,0.32,92.669998,0,0,0
2017-09-01,1.03,2.2,1.17,3.47,1.44,2519.359672,49.82,13265,10.44,0.08,93.080002,0,0,0
2017-10-01,1.07,2.36,1.29,3.5,1.32,2575.26383,51.58,13309,10.13,0.02,94.550003,0,0,0
2017-11-01,1.23,2.35,1.12,3.56,1.35,2647.579927,56.64,13360.3,10.54,0.04,93.010002,0,0,0
2017-12-01,1.32,2.4,1.08,3.59,1.3,2673.610523,57.88,13387.6,10.26,0.08,92.120003,0,0,0
2018-01-01,1.41,2.58,1.17,3.68,1.22,2823.809937,63.7,13379.4,11.06,0.14,89.129997,0,0,0
2018-02-01,1.57,2.86,1.29,3.94,1.23,2713.830539,62.23,13397.4,22.46,0.06,90.610001,0,0,0
2018-03-01,1.7,2.84,1.14,4.09,1.37,2640.86599,62.73,13423.2,19.02,0.02,89.970001,0,0,0
2018-04-01,1.76,2.87,1.11,4.17,1.41,2648.049365,66.25,13443.2,18.27,0.02,91.839996,0,0,0
2018-05-01,1.86,2.98,1.12,4.33,1.47,2705.274752,69.98,13478.9,14.12,0.2,93.989998,0,0,0
2018-06-01,1.9,2.91,1.01,4.39,1.56,2718.373465,67.87,13532.4,13.68,0,94.629997,0,0,0
2018-07-01,1.96,2.89,0.93,4.37,1.55,2816.288631,70.98,13605.1,13.15,0.06,94.489998,0,0,0
2018-08-01,2.03,2.89,0.86,4.32,1.5,2901.517677,68.06,13663.3,12.55,0.04,95.139999,0,0,0
2018-09-01,2.13,3,0.87,4.41,1.47,2913.97814,70.23,13663.7,12.91,0.24,95.190002,0,0,0
2018-10-01,2.25,3.15,0.9,4.56,1.48,2711.744408,70.75,13690.1,19.35,0.28,97.129997,0,0,0
2018-11-01,2.33,3.12,0.79,4.73,1.68,2760.174257,56.96,13736.2,19.39,0.18,97.269997,0,0,0
2018-12-01,2.37,2.83,0.46,4.73,1.92,2506.847183,49.52,13919.2,24.95,0.2,96.169998,0,0,0
2019-01-01,2.37,2.71,0.34,4.6,1.92,2704.10058,51.38,13911.2,19.57,0.8,95.580002,0,0,0
2019-02-01,2.39,2.68,0.29,4.37,1.72,2784.491359,54.95,13967.1,15.23,0.98,96.160004,0,0,0
2019-03-01,2.4,2.57,0.17,4.19,1.64,2834.39982,58.15,13994.1,14.49,0.82,97.279999,0,0,0
2019-04-01,2.38,2.53,0.15,4.05,1.54,2945.830887,63.86,13978.8,12.95,0.74,97.480003,0,0,0
2019-05-01,2.35,2.4,0.04,3.96,1.58,2752.062886,60.83,13982.3,16.72,0.48,97.75,0,0,0
2019-06-01,2.17,2.07,-0.1,3.7,1.65,2941.760637,54.66,13997.8,15.84,0.3,96.129997,0,0,0
2019-07-01,2.1,2.06,-0.04,3.56,1.51,2980.378854,57.35,14002.8,13.31,0.34,98.519997,0,0,0
2019-08-01,1.95,1.63,-0.32,3.3,1.62,2926.458129,54.81,14081.3,18.98,0.08,98.919998,0,0,0
2019-09-01,1.89,1.7,-0.19,3.32,1.57,2976.737272,56.95,14115,15.56,0.52,99.379997,0,0,0
2019-10-01,1.65,1.71,0.06,3.27,1.54,3037.564435,53.96,14140.6,15.47,1.04,97.349998,0,0,0
2019-11-01,1.54,1.81,0.27,3.27,1.44,3140.980628,57.03,14218.2,12.52,0.26,98.269997,0,0,0
2019-12-01,1.54,1.86,0.32,3.22,1.35,3230.78195,59.88,14175.3,13.76,0.54,96.389999,0,0,0
2020-01-01,1.52,1.76,0.24,3.07,1.31,3225.516316,57.52,14312.2,13.94,0.3,97.389999,0,0,0
2020-02-01,1.52,1.5,-0.02,2.9,1.39,2954.223684,50.54,14415.4,19.63,0.06,98.129997,0,1,1
2020-03-01,0.29,0.87,0.58,4.06,3.23,2584.59076,29.21,14058.3,57.74,100,99.050003,1,1,2
2020-04-01,0.14,0.66,0.52,3.96,3.35,2912.430525,16.55,13240.1,41.45,100,99.019997,1,1,2
2020-05-01,0.13,0.67,0.54,3.32,2.71,3044.305155,28.56,13517.4,30.9,0.1,98.339996,0,1,1
2020-06-01,0.16,0.73,0.57,2.78,2.12,3100.285129,38.31,13785.7,31.12,0.02,97.389999,0,0,0
2020-07-01,0.13,0.62,0.49,2.48,1.91,3271.12488,40.71,13907.8,26.84,0.06,93.489998,0,0,0
2020-08-01,0.1,0.65,0.55,2.36,1.78,3500.30852,42.34,14041.6,22.89,0,92.139999,0,0,0
2020-09-01,0.11,0.68,0.57,2.37,1.77,3362.998988,39.63,14171.7,27.65,0.02,93.889999,0,0,0
2020-10-01,0.1,0.79,0.69,2.4,1.72,3269.959086,39.4,14366.3,29.44,0.02,94.040001,0,0,0
2020-11-01,0.09,0.87,0.78,2.27,1.53,3621.633431,40.94,14324.8,25,0.34,91.870003,0,0,0
2020-12-01,0.09,0.93,0.84,2.12,1.35,3756.071469,47.02,14314.6,22.37,0.1,89.940002,0,0,0
2021-01-01,0.08,1.08,1,2.13,1.27,3714.24269,52,14204.9,24.91,0.02,90.580002,0,0,0
2021-02-01,0.04,1.26,1.22,2.21,1.22,3811.14975,59.04,14187.1,23.14,0,90.93,0,0,0
2021-03-01,0.03,1.61,1.58,2.49,1.24,3972.892208,62.33,14270.1,21.84,0,93.230003,0,0,0
2021-04-01,0.02,1.64,1.62,2.44,1.17,4181.174895,61.72,14358.2,17.42,0.44,91.279999,0,0,0
2021-05-01,0.02,1.62,1.6,2.4,1.14,4204.110546,65.17,14410.4,19.76,0.16,89.839996,0,0,0
2021-06-01,0.04,1.52,1.48,2.32,1.1,4297.496632,71.38,14436.8,16.96,0.04,92.440002,0,0,0
2021-07-01,0.05,1.32,1.27,2.21,1.11,4395.263972,72.49,14482.6,17.6,0,92.169998,0,0,0
2021-08-01,0.05,1.28,1.23,2.24,1.15,4522.680119,67.73,14476.1,17.47,0.16,92.629997,0,0,0
2021-09-01,0.04,1.37,1.33,2.25,1.11,4307.538751,71.65,14516.5,19.82,0.32,94.25,0,0,0
2021-10-01,0.05,1.58,1.53,2.44,1.11,4605.376648,81.48,14588.7,17.87,0,94.120003,0,0,0
2021-11-01,0.05,1.56,1.51,2.51,1.15,4567.001494,79.15,14599.9,18.5,0.02,95.989998,0,0,0
2021-12-01,0.06,1.47,1.41,2.58,1.23,4766.182972,71.71,14579.5,21.35,0.26,95.669998,0,0,0
2022-01-01,0.15,1.76,1.61,2.87,1.23,4515.547579,83.22,14515,23.18,0.06,96.540001,0,0,0
2022-02-01,0.33,1.93,1.6,3.3,1.41,4373.939149,91.64,14526.8,25.75,0,96.709999,0,0,0
2022-03-01,0.44,2.13,1.69,3.84,1.69,4530.413452,108.5,14481.6,26.97,0.22,98.309998,0,0,0
2022-04-01,0.76,2.75,1.99,4.3,1.56,4131.92641,101.78,14481.1,24.37,0.42,102.959999,0,0,0
2022-05-01,0.98,2.9,1.92,4.66,1.79,4132.147782,109.55,14473.2,29.31,0.36,101.75,0,0,0
2022-06-01,1.49,3.14,1.65,5.01,1.82,3785.384846,114.84,14407.9,28.23,0.14,104.690002,0,0,0
2022-07-01,2.23,2.9,0.67,5,1.98,4130.285774,101.62,14559.1,25,0.02,105.900002,0,0,0
2022-08-01,2.63,2.9,0.27,4.92,1.82,3954.999001,93.67,14618.2,22.17,0.1,108.699997,0,0,0
2022-09-01,3.13,3.52,0.39,5.59,1.89,3585.624104,84.26,14653.2,27.34,0.14,112.120003,0,0,0
2022-10-01,3.72,3.98,0.26,6.25,2.05,3871.977221,87.55,14618.1,30.01,0.68,111.529999,0,0,0
2022-11-01,4.15,3.89,-0.26,6.01,1.86,4080.106552,84.37,14607,23.3,1.08,105.949997,0,0,0
2022-12-01,4.25,3.62,-0.63,5.61,1.72,3839.496587,76.44,14604.2,21.78,1.3,103.519997,0,0,0
2023-01-01,4.54,3.53,-1.01,5.42,1.63,4076.603819,78.12,14623.3,20.17,0.12,102.099998,0,0,0
2023-02-01,4.65,3.75,-0.9,5.59,1.55,3970.153442,76.83,14622.7,20.12,0.36,104.870003,0,0,0
2023-03-01,4.69,3.66,-1.03,5.73,1.77,4109.312445,73.28,14664.3,21.64,0.32,102.510002,0,0,0
2023-04-01,4.92,3.46,-1.46,5.46,1.73,4169.481401,79.45,14659,17.82,0.22,101.669998,0,0,0
2023-05-01,5.14,3.57,-1.57,5.65,1.8,4179.825462,71.58,14702.7,17.64,0.62,104.32,0,0,0
2023-06-01,5.16,3.75,-1.41,5.8,1.69,4450.381312,68.11,,14,,102.910004,0,0,0
