,BNBUCT02,BNEMTE02,BNODTE02,BNRMTE02,BSCICP02,BSCURT02,BSEMFT02,BSOBLV02,BSOITE02,BSPRTE02,BSXRLV02,CCRETT01,CPALTT01,CPGREN01,CPGRGO01,CPGRHO01,CPGRLE01,CPGRSE01,CSCICP02,CSESFT02,CSINFT02,HOHWMN02,IR3TCD01,IR3TED01,IR3TIB01,IRLTLT01,IRSTFR01,LCEAMN01,LCEAPR01,LFACTTTT,LFEMTTTT,LFHUTTTT,LFINTTTT,LFUNTTTT,LMJVTTUV,LOLITOAA,LOLITONO,LOLITOTR,LORSGPNO,LORSGPRT,LORSGPTD,LREMTTTT,LRHU24TT,LRUNTTTT,MABMM301,MANMM101,ODMNTO02,PIEAEN01,PIEAMP01,PRCNTO01,PRINTO01,PRMNTO01,SLMNTO02,SLRTTO02,SLWHTO02,STMNIS01,WSCNDW01,XTEXVA01,XTIMVA01,3MTBILL,10YT,103SPREAD,BBBYIELD,BBBOASPREAD,SP500,WTI,W875RX1,VIXCLS,RECPROUSM156N,DXY,y_nber,y_oecd,y_agg
1969-08-01,,,,,9.6,86.9217,3.477350624,,2.816918998,8.253152828,,,15.5685035250636,12.2723576234013,,,15.9754630097855,,90.5585941038286,,,40.6,8.38,11.31,8.38,6.69,9.19,3.08,3.24,81106.0,78250.0,2856.0,,2856.0,,99.8017131165375,99.8230235113497,28.2399862732336,100.690976319334,100.768512724522,28.2960937156039,58.1,8.2,3.5,580.1,201.7,54216.0,9.09515651767637,19.7160997035839,7.55317379388517,38.7815412706441,37.3008498917088,54038.0,27340.22617,23359.0,1.78,113.166666666667,3.3661,3.1626,6.98,6.69,-0.29,,,95.51,3.35,3729.3,,,,0,1.0,1.0
1969-09-01,,,,,8.2,86.4785,-0.0033057790000001,,0.430644152,9.212026046,,,15.6528856579908,12.2723576234013,,,16.0580235421358,,88.1556531838967,,,40.6,8.47,11.25,8.47,7.16,9.15,3.12,3.26,81290.0,78250.0,3040.0,,3040.0,,99.6113887520205,99.6545771512829,28.2578589108297,100.463181696898,100.500728858831,28.3681005403677,58.1,8.9,3.7,582.1,202.1,55552.0,9.09515651767637,19.7678480194018,7.42753197761495,38.7728180978081,37.2500654137002,54614.0,27706.79695,23444.0,1.77,125.583333333333,3.3409,3.0784,7.09,7.16,0.07,,,93.12,3.35,3739.3,,,,0,1.0,1.0
1969-10-01,,,,,9.2,86.2433,1.680270222,,4.231738061,6.911865769,,,15.737267790918,12.3216442002021,,,16.1405840744861,,85.7527122747243,,,40.5,8.56,10.0,8.56,7.1,9.0,3.13,3.28,81494.0,78445.0,3049.0,,3049.0,,99.4044732814565,99.4714468518781,28.2704134812954,100.20133796538,100.192918578311,28.43977996971,58.1,8.8,3.7,583.4,202.9,55036.0,9.1574521102632,19.8713446510375,7.18813873778146,38.7842176986734,37.2877796233019,55197.0,28013.82325,24043.0,1.76,115.083333333333,3.3421,3.1922,7.0,7.1,0.1,,,97.24,3.35,3744.8,,,,0,1.0,1.0
1969-11-01,,,,,6.4,85.0284,-1.200923276,,4.131351686,0.548332938,,,15.8216499238451,12.2723576234013,,,16.1818643406613,,85.178875642428,,,40.5,8.46,11.0,8.46,7.14,8.85,3.14,3.29,81397.0,78541.0,2856.0,,2856.0,,99.1612993321418,99.2562260275287,28.2720625947174,99.9251447403678,99.8682397571846,28.5111861029774,58.1,8.2,3.5,585.4,203.6,54161.0,9.1574521102632,20.0265890595527,6.9679682994909,38.4186374552721,36.8995627197034,54369.0,27998.00674,23836.0,1.79,102.416666666667,3.3976,3.18,7.24,7.14,-0.1,,,93.81,3.35,3748.8,,,,0,1.0,1.0
1969-12-01,,,,,4.0,84.2601,-0.222762412,,-2.4128793,1.25259927,,,15.9060320567723,12.3216442002021,,,16.2644248730116,,84.6050389993724,,,40.6,8.77,10.06,8.77,7.65,8.97,3.17,3.3,81624.0,78740.0,2884.0,,2884.0,,98.8776293252053,99.0051642139251,28.2615738468825,99.6539238647678,99.5494061791676,28.5823740311685,58.1,8.4,3.5,587.9,203.9,53792.0,9.21974770285002,20.1300856911884,6.6990472511018,38.3155454126643,36.7020120979801,54186.0,28251.07084,23827.0,1.81,110.583333333333,3.2798,3.0781,7.82,7.65,-0.17,,,92.06,3.35,3755.4,,,,0,1.0,1.0
1970-01-01,,,,,-2.6,82.1369,-6.347627981,,-8.676266869,-3.888760353,,125.373879654798,15.9904141896995,12.3709307770029,,,16.3469854053619,,84.0312023670761,,,40.4,8.91,9.59,8.91,7.79,8.98,3.16,3.31,81981.0,78780.0,3201.0,,3201.0,,98.5619951440725,98.7258125446871,28.2413616778186,99.4011906795131,99.2523057971999,28.6533989460511,58.0,9.3,3.9,589.6,206.2,52764.0,9.1574521102632,20.233582322824,6.73630381491695,37.6059946040237,35.9004354843819,53526.0,28329.22298,23764.0,1.83,90.4166666666667,3.4056,3.2224,7.87,7.79,-0.08,,,85.02,3.35,3761.7,,,,1,1.0,2.0
1970-02-01,,,,,-5.2,81.9415,-11.670540767,,-8.834504603,-8.12800113,,126.17918164897,16.0747963226266,12.3709307770029,,,16.4295459377122,,83.062853044024,,,40.2,8.58,9.44,8.58,7.24,8.98,3.17,3.33,82151.0,78698.0,3453.0,,3453.0,,98.2491247489734,98.4489069611017,28.2213885546359,99.1760205525967,98.9876071560333,28.7243154854982,57.9,9.8,4.2,586.3,205.0,52551.0,9.21974770285002,20.233582322824,6.94438568728876,37.5812128630122,35.9283719359387,53383.0,28476.22345,24154.0,1.85,108.75,3.5465,3.2793,7.13,7.24,0.11,,,89.5,3.35,3768.4,,,,1,1.0,2.0
1970-03-01,,,,,-6.2,81.4499,-10.277497321,,-11.651720956,-6.852273834,,125.757574424392,16.1591784555538,12.3216442002021,,,16.5533867362377,,82.0945037209719,,,40.1,8.08,8.63,8.08,7.07,7.76,3.19,3.35,82498.0,78863.0,3635.0,,3635.0,,97.9694969273868,98.2014226789963,28.2104901176747,98.9832070748975,98.7609453592644,28.7951770729045,57.9,9.6,4.4,587.3,205.7,51872.0,9.21974770285002,20.2853306386419,7.3090243969689,37.5324423967016,35.8258052495087,52965.0,28196.17826,23870.0,1.87,109.916666666667,3.375,3.2192,6.63,7.07,0.44,,,89.63,3.35,3782.6,,,,1,1.0,2.0
1970-04-01,,,,,-10.0,80.9049,-19.197881481,,-11.886917618,-10.419722117,,125.957976121716,16.243560588481,12.5680770842061,,,16.6772275347631,,81.1261543979199,,,39.8,7.51,8.69,7.51,7.39,8.1,3.19,3.36,82727.0,78930.0,3797.0,,3797.0,,97.749687586837,98.0068806747801,28.216459275859,98.8215469598013,98.5709058838562,28.8660352502842,57.9,10.4,4.6,588.4,206.7,51032.0,9.34433888802367,20.1818340070062,7.01453900425984,37.4358927337209,35.6981955297188,52359.0,28537.62871,23644.0,1.91,105.333333333333,3.41,3.262,6.51,7.39,0.88,,,81.52,3.35,3760.3,,,,1,1.0,2.0
1970-05-01,,,,,-5.6,80.4631,-19.343924518,,-11.972635818,-11.859886467,,126.12367755125,16.2857516549446,12.5680770842061,,,16.7185078009383,,81.9151797686721,,,39.8,8.08,9.19,8.08,7.91,7.95,3.22,3.38,82483.0,78564.0,3919.0,,3919.0,,97.6189290846503,97.8911530127068,28.2479301717497,98.6857172611284,98.4112313428274,28.9369392151951,57.5,10.4,4.8,591.5,207.2,51970.0,9.4066344806105,20.233582322824,6.84827167957416,37.3922768695407,35.6148850402547,53038.0,28957.23131,24014.0,1.88,107.5,3.6609,3.3373,6.84,7.91,1.07,,,76.55,3.35,3768.2,,,,1,1.0,2.0
1970-06-01,,,,,2.2,79.9701,-18.415515058,,7.677433936,0.170734011,,125.627248376102,16.3701337878718,12.4695039306045,,,16.8423485994638,,82.7042051501838,,,39.8,8.07,9.06,8.07,7.84,7.61,3.24,3.39,82484.0,78413.0,4071.0,,4071.0,,97.5687940051237,97.8467810181944,28.3026926901767,98.5659456547888,98.2704338850004,29.0079353534804,57.3,11.2,4.9,595.2,207.6,52695.0,9.4066344806105,20.2853306386419,6.73808737382299,37.2713419734047,35.5075292478435,53375.0,29125.63058,24036.0,1.88,115.416666666667,3.7269,3.2652,6.68,7.84,1.16,,,72.72,3.35,3780.4,,,,1,1.0,2.0
1970-07-01,,,,,-1.0,79.9686,-20.332669823,,6.397150187,11.74494181,,125.326138391859,16.4123248543353,12.5680770842061,,,16.8836288656389,,83.493230520936,,,40.0,8.01,8.5,8.01,7.46,7.21,3.25,3.41,82901.0,78726.0,4175.0,,4175.0,,97.5699076749934,97.8477666704327,28.3724185976046,98.445870499921,98.1292795908379,29.0790667673003,57.4,11.0,5.0,599.1,208.0,52475.0,9.46893007319732,20.3888272702776,6.81755483174785,37.3628361612191,35.6177784584516,53318.0,29374.97314,24377.0,1.89,126.416666666667,3.7036,3.2539,6.45,7.46,1.01,,,78.05,3.31,3800.4,,,,1,1.0,2.0
1970-08-01,,,,,-5.4,79.1785,-19.617699703,,2.968277185,-0.609780987,,124.764319720927,16.4545159207989,12.5187905074053,,,16.9661893979892,,81.6282614579037,,,39.8,7.72,8.0,7.72,7.53,6.62,3.26,3.43,82880.0,78624.0,4256.0,,4256.0,,97.613396788345,97.8862566602204,28.4546696192032,98.3148360213321,97.9752420686167,29.1503733661696,57.2,11.4,5.1,604.9,209.9,52180.0,9.53122566578414,20.2853306386419,6.92020855545128,37.2962228413802,35.3756292872788,53151.0,29366.5997,24502.0,1.9,116.583333333333,3.5914,3.3461,6.41,7.53,1.12,,,81.52,3.31,3807.9,,,,1,1.0,2.0
1970-09-01,,,,,-11.8,78.269,-20.441412326,,-10.201763157,-10.267561773,,124.779593260353,16.5388980537261,12.6173636610069,,,17.0487499303396,,79.7632923841119,,,39.6,7.3,8.5,7.3,7.39,6.29,3.29,3.45,82954.0,78498.0,4456.0,,4456.0,,97.7175190159453,97.9784099180853,28.5549078314156,98.1800779453949,97.8168272732116,29.2218919585505,57.0,12.1,5.4,611.2,211.8,52485.0,9.71811244354462,20.3888272702776,6.94240395517094,37.0391866236092,35.0778067590748,53062.0,29450.33414,24701.0,1.9,127.833333333333,3.5527,3.423,6.12,7.39,1.27,,,84.21,3.31,3797.3,,,,1,1.0,2.0
1970-10-01,,,,,-15.2,76.2837,-23.889651418,,-11.216749101,-11.471220252,,124.704647416422,16.6232801866533,12.7652233914094,,,17.1313104626899,,77.8983233210796,,,39.5,6.76,7.72,6.76,7.33,6.2,3.26,3.46,83276.0,78685.0,4591.0,,4591.0,,97.9149138015793,98.1531139462354,28.6828583581079,98.0795332480798,97.6986319996189,29.2936563435398,57.0,12.2,5.5,616.4,212.9,50509.0,9.84270362871827,20.4405755860954,7.34747000005474,36.2982125673661,34.2938899737821,51784.0,29692.23365,24774.0,1.96,131.666666666667,3.688,3.4984,5.91,7.33,1.42,,,83.25,3.31,3775.7,,,,1,1.0,2.0
1970-11-01,,,,,-20.6,75.5842,-31.604433006,,-10.879322585,-23.4851271,,125.131047369525,16.7076623195804,12.7652233914094,,,17.2551512612153,,79.9426163364117,,,39.5,6.08,7.25,6.08,6.84,5.6,3.26,3.47,83548.0,78650.0,4898.0,,4898.0,,98.243857109617,98.4442448429437,28.8499923607588,98.0554150833613,97.670279901959,29.3656959422604,56.9,12.9,5.9,621.1,213.7,50334.0,9.90499922130509,20.5440722177311,7.71627034718232,36.0783489611122,34.084366587106,50737.0,29027.9404,24877.0,2.01,137.25,3.4994,3.428,5.28,6.84,1.56,,,87.2,3.31,3774.2,,,,1,1.0,2.0
1970-12-01,,,,,-9.2,77.3376,-16.091710787,,3.70559741,-4.09844188,,125.276473020427,16.7920444525076,12.9130831218118,,,17.3377117935656,,81.9869093517439,,,39.5,5.67,6.56,5.67,6.39,4.9,3.32,3.5,83670.0,78594.0,5076.0,,5076.0,,98.6957349403948,98.8441787977086,29.0540844091607,98.1256066272917,97.7527935397768,29.4380344061547,56.7,12.8,6.1,626.5,214.4,53674.0,10.2164771842392,20.5440722177311,8.06406433386092,36.906951253572,34.9823239585752,53176.0,29869.93674,24986.0,1.91,157.75,3.5692,3.4015,4.87,6.39,1.52,,,92.0,3.56,3783.9,,,,0,0.0,0.0
1971-01-01,,,,,-4.2,77.7733,-18.660007925,,9.347479993,0.168876532,,124.009171027213,16.8342355189712,12.9623696986126,,,17.3789920597408,,84.0312023670761,,,39.9,5.09,5.88,5.09,6.24,4.14,3.36,3.52,83850.0,78864.0,4986.0,,4986.0,,99.1878369928473,99.2797131536351,29.2710138595391,98.2643234910308,97.9158620863973,29.5106887567776,56.8,12.6,5.9,632.9,215.5,54798.0,10.278772776826,20.6993171651846,8.07377482123827,37.1908508785995,35.2785501181188,53746.0,30603.07832,25313.0,1.89,152.333333333333,3.6013,3.5989,4.44,6.24,1.8,,,95.84,3.56,3820.4,,,,0,0.0,0.0
1971-02-01,,,,,9.6,77.612,-3.32642215,,24.899773845,19.433715119,,123.974421554236,16.8342355189712,12.9623696986126,,,17.420272325916,,84.7843629516722,,,39.7,4.38,5.34,4.38,6.11,3.72,3.39,3.54,83603.0,78700.0,4903.0,,4903.0,,99.6271589226605,99.6685345226824,29.4733701282718,98.4209315379505,98.0999626053386,29.5836702029731,56.6,12.5,5.9,641.0,217.4,55636.0,10.278772776826,20.8028137968203,8.17900479669488,37.1199750993066,35.2953119890529,54598.0,30921.2692,25370.0,1.86,145.083333333333,3.6945,3.5644,3.7,6.11,2.41,,,96.75,3.56,3824.3,,,,0,0.0,0.0
1971-03-01,,,,,2.4,77.2533,-11.50464612,,12.407375172,8.886349795,,123.44025974176,16.8764265854348,12.9623696986126,,,17.420272325916,,85.5375235362683,,,39.8,3.85,5.81,3.85,5.7,3.71,3.39,3.56,83575.0,78588.0,4987.0,,4987.0,,99.9551889870597,99.9588571541582,29.6436959138791,98.5483520353423,98.249751713593,29.6569855094935,56.4,12.8,6.0,649.9,218.8,55109.0,10.2164771842392,20.8545621126381,8.61875115364065,37.079729551904,35.221879030675,55222.0,30967.78834,25588.0,1.85,159.166666666667,3.7895,3.6292,3.38,5.7,2.32,,,100.31,3.56,3834.9,,,,0,0.0,0.0
1971-04-01,,,,,9.0,77.4617,-9.006277274,,18.399957098,16.862920426,,122.95264559961,16.9186176518984,12.863796545011,,,17.5028328582663,,86.2906841208644,,,39.9,4.45,6.31,4.45,5.83,4.16,3.41,3.57,83946.0,78987.0,4959.0,,4959.0,,100.168391989509,100.147552226431,29.7807023807902,98.6301714465224,98.3459344855131,29.7306383673498,56.6,12.5,5.9,658.4,220.0,54618.0,10.2164771842392,20.8545621126381,9.07890935140004,37.2879953033644,35.4067584761564,55235.0,31518.5749,25872.0,1.85,165.5,3.6307,3.7735,3.86,5.83,1.97,,,103.86,3.56,3845.5,,,,0,0.0,0.0
1971-05-01,,,,,8.4,77.7858,-5.585050952,,12.805013637,17.329733748,,122.766841172277,17.0029997848256,12.9130831218118,,,17.5853933906166,,86.9721151223886,,,40.0,4.98,7.63,4.98,6.39,4.63,3.43,3.6,84135.0,79139.0,4996.0,,4996.0,,100.277616264857,100.244221045792,29.8873717031026,98.6677058252731,98.3900580075291,29.8046292047497,56.6,13.0,5.9,666.7,222.0,54317.0,10.3410683694129,20.9580587442738,9.43463026654996,37.4772286777281,35.6453158178434,55738.0,31356.68831,26503.0,1.84,170.75,3.7463,3.9076,4.14,6.39,2.25,,,99.63,3.56,3861.2,,,,0,0.0,0.0
1971-06-01,,,,,7.6,77.7843,-5.190343432,,16.941188867,11.972119134,,123.613746945676,17.0873819177527,12.9623696986126,,,17.6679539229669,,87.6535461346723,,,39.9,5.4,6.5,5.4,6.52,4.91,3.45,3.62,83706.0,78757.0,4949.0,,4949.0,,100.315416847067,100.277676407631,29.9731982511222,98.6701051892058,98.3928785787184,29.8789549933456,56.2,13.2,5.9,673.0,223.5,55381.0,10.3410683694129,21.0098070600916,9.6583678226526,37.6343449157408,35.7349120089077,56584.0,31932.5952,26977.0,1.81,168.833333333333,3.6723,4.0369,4.75,6.52,1.77,,,99.7,3.56,3862.9,,,,0,0.0,0.0
1971-07-01,,,,,8.8,77.7198,-1.642111651,,16.164571078,14.946915441,,123.166360988667,17.1295729842163,12.9623696986126,,,17.7092341891421,,88.3349771361965,,,40.0,5.75,6.72,5.75,6.73,5.31,3.46,3.63,84340.0,79305.0,5035.0,,5035.0,,100.323413675089,100.28475399108,30.0504831175825,98.6474913419406,98.3662948807624,29.953609049733,56.5,12.9,6.0,679.6,224.9,54915.0,10.4033639619997,21.0098070600916,9.82404062770293,37.5251070013623,35.7955740180026,55663.0,32034.00692,26893.0,1.83,173.583333333333,3.5728,3.8321,5.4,6.73,1.33,,,95.6,3.56,3867.8,,,,0,0.0,0.0
1971-08-01,,,,,7.2,76.6063,-2.954865538,,16.626022042,11.835701399,,122.031408059428,17.1717640506799,13.2088025826166,,,17.7505144553172,,88.2991123500404,,,39.8,5.74,9.25,5.74,6.58,5.57,3.48,3.66,84673.0,79539.0,5134.0,,5134.0,,100.346316446667,100.305024062742,30.1325749606967,98.6122441587506,98.3248600704565,30.0285810458342,56.6,12.8,6.1,685.5,225.6,56616.0,10.4656595545865,21.0615553759095,10.0232047055445,37.3073250613534,35.3717381386691,56338.0,32198.68465,27007.0,1.81,179.833333333333,3.6665,3.9133,4.94,6.58,1.64,,,99.03,3.56,3882.4,,,,0,0.0,0.0
1971-09-01,,,,,10.2,77.9607,5.975790538,,23.145292156,19.033279775,,120.10331790957,17.2139551171435,13.2580891594174,,,17.7505144553172,,88.2632475531247,,,39.7,5.63,7.62,5.63,6.14,5.55,3.48,3.67,84731.0,79689.0,5042.0,,5042.0,,100.430541235228,100.379567115054,30.2334665346363,98.5820144617209,98.2893235637439,30.103857016785,56.6,12.4,6.0,692.5,226.5,56813.0,10.4656595545865,21.0098070600916,10.0870164797385,37.9136847004222,36.0876097098126,56073.0,32761.56619,27336.0,1.82,170.083333333333,4.4868,4.179,4.69,6.14,1.45,,,98.34,3.56,3899.5,,,,0,0.0,0.0
1971-10-01,,,,,10.0,78.9213,-1.199512442,,21.681503245,20.51843356,,117.989063107128,17.2561461836071,13.2580891594174,,,17.7917947214924,,88.2273827669685,,,39.9,5.27,6.06,5.27,5.93,5.2,3.5,3.68,84872.0,79918.0,4954.0,,4954.0,,100.610139979689,100.538520777418,30.3635560696264,98.5835886548114,98.2911741057217,30.1794193664339,56.6,12.4,5.8,698.4,227.2,56476.0,10.4033639619997,21.0098070600916,10.3083759572998,38.1974851984856,36.6239895797036,56119.0,33176.51688,26969.0,1.83,177.333333333333,2.6688,3.4689,4.46,5.93,1.47,,,94.09,3.56,3915.4,,,,0,0.0,0.0
1971-11-01,,,,,4.6,79.015,-1.58038265,,13.028731579,11.404381244,,117.761592961885,17.2983372500707,13.1595160058158,,,17.8330749876675,,92.1007800591769,,,40.0,4.87,6.5,4.87,5.81,4.91,3.49,3.69,85458.0,80297.0,5161.0,,5161.0,,100.898686791124,100.793898801238,30.5271463348753,98.6447959056278,98.3631262618203,30.2552464315726,56.8,13.0,6.0,704.6,227.8,57661.0,10.4033639619997,21.0615553759095,10.482372037245,38.3595577847007,36.7592818236716,57165.0,33548.66996,27524.0,1.8,181.833333333333,3.1957,3.456,4.22,5.81,1.59,,,93.99,3.56,3931.5,,,,0,0.0,0.0
1971-12-01,,,,,15.2,79.5499,-1.303094777,,26.09730618,26.85098743,,116.123666596915,17.3405283165343,13.3073757362182,,,17.8743552538427,,95.9741773513853,,,40.2,4.65,5.88,4.65,5.93,4.14,3.55,3.73,85625.0,80471.0,5154.0,,5154.0,,101.277062062602,101.128779400375,30.7186617181702,98.7841866538324,98.5269869930204,30.3313120390302,56.8,12.7,6.0,710.3,228.3,58794.0,10.5279551471733,21.216800323363,10.690255736405,38.8023579330938,37.1006053978712,58414.0,33521.68886,28027.0,1.76,191.25,3.8809,4.1691,4.01,5.93,1.92,,,101.95,3.56,3955.5,,,,0,0.0,0.0
1972-01-01,,,,,19.2,81.3641,6.94390316,,27.534842542,29.525570678,,113.85991113668,17.3827193829978,13.3073757362182,,,17.956915786193,,99.8475746435936,,,40.2,3.95,5.06,3.95,5.95,3.51,3.57,3.8,85978.0,80959.0,5019.0,,5019.0,,101.673317540416,101.479484855578,30.9164005101767,98.9963175701402,98.7763573960354,30.4075850558209,56.7,12.7,5.8,717.7,230.1,59908.0,10.4033639619997,21.3202964160604,11.0073328752573,39.7323671097725,38.0509436160095,59380.0,33272.3463,29018.0,1.73,207.833333333333,4.0743,4.4356,3.38,5.95,2.57,,,103.94,3.56,3977.9,,,,0,0.0,0.0
1972-02-01,,,,,21.2,81.8427,6.323163645,,30.791208223,32.415288704,,113.266220960776,17.467101515925,13.2580891594174,,,17.9981960523681,,98.3412534744015,,,40.4,3.61,4.97,3.61,6.08,3.3,3.61,3.82,86036.0,81108.0,4928.0,,4928.0,,102.027187119777,101.792676720072,31.1019984855126,99.263220975738,99.0901155741381,30.4840301526687,56.7,12.8,5.7,725.7,232.3,60725.0,10.4033639619997,21.423793047696,11.2382046669842,40.1315513939853,38.362035958703,59695.0,33543.08766,27810.0,1.73,199.166666666667,3.8239,4.4728,3.2,6.08,2.88,,,106.57,3.56,4000.3,,,,0,0.0,0.0
1972-03-01,,,,,19.6,82.1985,7.934938596,,30.288983227,28.225845784,,112.515751689914,17.467101515925,13.3073757362182,,,17.9981960523681,,96.8349323052094,,,40.4,4.08,5.53,4.08,6.07,3.83,3.63,3.84,86611.0,81573.0,5038.0,,5038.0,,102.304312299894,102.037946042222,31.2648204334436,99.5604046931201,99.4394697591053,30.5606085712146,56.9,12.8,5.8,733.5,234.3,60874.0,10.4656595545865,21.423793047696,11.8919780926552,40.415847526869,38.6352145457121,60442.0,34412.06511,28516.0,1.71,194.5,3.8685,4.5153,3.73,6.07,2.34,,,107.2,3.56,4026.4,,,,0,0.0,0.0
1972-04-01,,,,,18.6,82.8812,11.641892312,,25.282208113,25.06003609,,112.223292589238,17.5092925823886,13.2580891594174,,,18.0807565847185,,95.3286111360172,,,40.5,4.6,5.06,4.6,6.19,4.17,3.65,3.86,86614.0,81655.0,4959.0,,4959.0,,102.508520147857,102.218679963355,31.4058212092263,99.8587994369451,99.7902475656615,30.6372788953807,56.9,12.4,5.7,738.4,235.6,61537.0,10.5279551471733,21.3720447318782,11.8852402034546,40.8164195885785,39.0557579146836,61275.0,34503.24261,28642.0,1.69,187.416666666667,3.8204,4.4168,3.71,6.19,2.48,,,107.67,3.56,4039.4,,,,0,0.0,0.0
1972-05-01,,,,,22.8,82.8124,12.792000111,,35.703274257,33.720729546,,111.835492943571,17.5514836488522,13.356662313019,,,18.1220368508936,,97.6956872590334,,,40.5,4.41,4.63,4.41,6.13,4.27,3.67,3.87,86809.0,81887.0,4922.0,,4922.0,,102.665029155436,102.35719808063,31.5325351881927,100.133863684151,100.113599217437,30.7139981818464,57.0,11.8,5.7,743.3,235.9,62483.0,10.5279551471733,21.4755413635139,11.8414439236506,40.819690778392,39.1237033557914,61578.0,34972.1555,29119.0,1.7,185.083333333333,3.8816,4.4857,3.69,6.13,2.44,,,109.35,3.56,4056.3,,,,0,0.0,0.0
1972-06-01,,,,,17.2,82.8759,8.778743353,,25.404429018,26.107672288,,111.423302956446,17.5936747153158,13.3073757362182,,,18.1633171170688,,100.06276338205,,,40.6,4.64,5.31,4.64,6.11,4.46,3.68,3.88,87006.0,82083.0,4923.0,,4923.0,,102.803165456931,102.479455455501,31.6538380098985,100.374610382489,100.396608890115,30.7907230961285,57.0,11.8,5.7,749.7,236.6,63323.0,10.5902507397602,21.5790379951496,11.8269772791905,40.9259548838492,39.2597937840896,62105.0,35169.39663,29242.0,1.69,187.833333333333,3.971,4.4677,3.91,6.11,2.2,,,107.14,3.56,4068.6,,,,0,0.0,0.0
1972-07-01,,,,,20.2,82.6379,3.714207516,,30.076438059,30.0988825,,111.860702407493,17.6358657817794,13.356662313019,,,18.2045973832439,,102.429839505066,,,40.5,4.82,5.66,4.82,6.11,4.55,3.69,3.9,87143.0,82230.0,4913.0,,4913.0,,102.959496982161,102.617816492226,31.7809311532906,100.594243190027,100.654798137982,30.8674110546569,57.0,12.0,5.6,759.5,238.8,62226.0,10.652546332347,21.7342829426031,11.8509562378162,40.8873944948354,39.2550046781085,61345.0,35385.24542,29548.0,1.72,187.666666666667,4.0741,4.5651,3.98,6.11,2.13,,,107.39,3.56,4095.1,,,,0,0.0,0.0
1972-08-01,,,,,23.4,83.5,15.183495705,,30.319404703,27.580493024,,111.245104734295,17.678056848243,13.4552354666207,,,18.2871579155942,,100.815923966646,,,40.6,4.85,5.5,4.85,6.21,4.81,3.73,3.92,87517.0,82578.0,4939.0,,4939.0,,103.15788400779,102.793398701244,31.9211966615887,100.817067734612,100.916739430897,30.9440203903157,57.1,12.1,5.6,768.7,240.9,64780.0,10.7771375175206,21.7342829426031,11.9684729524033,41.4522199359689,39.7782145065512,63618.0,35701.57554,30400.0,1.67,198.5,4.1913,4.726,4.02,6.21,2.19,,,111.09,3.56,4136.1,,,,0,0.0,0.0
1972-09-01,,,,,30.2,83.9419,17.094334995,,38.643337798,37.098399786,,110.972759291378,17.7624389811701,13.6030951970231,,,18.2871579155942,,99.2020084282256,,,40.6,5.13,5.94,5.13,6.55,4.87,3.75,3.94,87392.0,82543.0,4849.0,,4849.0,,103.37712472751,102.987437448248,32.0681118515838,101.066735413206,101.210236157892,31.020510520206,57.0,12.0,5.5,778.3,243.2,67549.0,10.8394331101075,21.7860312584209,12.1476215358549,41.7696244748439,40.0866129771303,65020.0,36406.80563,30942.0,1.64,206.75,4.1764,4.6122,4.66,6.55,1.89,,,110.55,3.56,4155.8,,,,0,0.0,0.0
1972-10-01,,,,,34.0,84.8748,16.258528352,,41.189559326,33.151156511,,111.467071564542,17.8046300476337,13.6030951970231,,,18.3284381817694,,97.5880928898054,,,40.7,5.25,6.03,5.25,6.48,5.05,3.78,3.97,87491.0,82616.0,4875.0,,4875.0,,103.582265584998,103.168997128389,32.2108135890178,101.354149352895,101.548105485097,31.0968421158795,57.0,12.0,5.6,786.9,245.0,66976.0,10.8394331101075,21.6825346267852,12.4761927209906,42.3079830165772,40.6617047870357,65641.0,36886.88311,31439.0,1.64,207.083333333333,4.3115,4.7375,4.74,6.48,1.74,,,111.58,3.56,4226.3,,,,0,0.0,0.0
1972-11-01,,,,,39.8,85.6845,22.547436837,,45.414952668,43.00187321,,111.940055042743,17.8890121805609,13.6523817738239,,,18.3284381817694,,94.4319913960369,,,40.7,5.22,6.0,5.22,6.28,5.06,3.79,3.98,87592.0,82990.0,4602.0,,4602.0,,103.745868456527,103.313793661799,32.3406765948677,101.67851026429,101.929407808232,31.1729778506019,57.2,11.5,5.3,793.9,246.4,68731.0,10.9017287026943,21.8377795742388,12.7817758135595,42.8067898996562,41.1660575106776,67249.0,37151.11179,32475.0,1.6,201.75,4.4681,5.1479,4.78,6.28,1.5,,,116.67,3.56,4257.6,,,,0,0.0,0.0
1972-12-01,,,,,41.0,86.5679,24.410914082,,39.85189394,39.24633734,,111.780593013397,17.9312032470245,13.6523817738239,,,18.4109987141197,,91.275889891509,,,40.6,5.43,5.91,5.43,6.36,5.33,3.83,4.01,87943.0,83400.0,4543.0,,4543.0,,103.832309466908,103.390298178686,32.4464370603355,102.025520728873,102.337335803404,31.2488831529616,57.3,11.3,5.2,802.3,249.2,70944.0,10.9640242952811,22.0447728375101,12.93080206882,43.287753929207,41.7080246708799,68606.0,37995.89929,33148.0,1.58,197.166666666667,4.5532,5.0023,5.07,6.36,1.29,,,118.05,3.56,4282.8,,,,0,0.0,0.0
